Phrenic activation, Abdominal activation, %VC/s, %VC, Pressure (cmH20), timestep, lma (0-1), Pab, Pdi, PL, Pressure-PL
0,0.573434,0.000000301541,2.78258,-0.0000045392,19.321,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000454411,19.3215,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000454903,19.322,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000455395,19.3225,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000455887,19.323,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000456378,19.3235,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.0000045687,19.324,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000457362,19.3245,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000457853,19.325,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000458345,19.3255,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000458837,19.326,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000459329,19.3265,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.0000045982,19.327,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000460312,19.3275,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000460804,19.328,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000461296,19.3285,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000461787,19.329,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000462279,19.3295,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000462771,19.33,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000463263,19.3305,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000463754,19.331,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000464246,19.3315,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000464738,19.332,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000465229,19.3325,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000465721,19.333,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000466213,19.3335,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000466705,19.334,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000467196,19.3345,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000467688,19.335,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.0000046818,19.3355,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000468672,19.336,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000469163,19.3365,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000469655,19.337,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000470147,19.3375,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000470639,19.338,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.0000047113,19.3385,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000471622,19.339,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000472114,19.3395,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000472605,19.34,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000473097,19.3405,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000473589,19.341,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000474081,19.3415,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000474572,19.342,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000475064,19.3425,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000475556,19.343,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000476048,19.3435,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000476539,19.344,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000477031,19.3445,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000477523,19.345,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000478014,19.3455,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000478506,19.346,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000478998,19.3465,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.0000047949,19.347,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000479981,19.3475,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000480473,19.348,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000480965,19.3485,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000481457,19.349,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000481948,19.3495,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.0000048244,19.35,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000482932,19.3505,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000483424,19.351,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000483915,19.3515,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000484407,19.352,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000484899,19.3525,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.0000048539,19.353,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000485882,19.3535,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000486374,19.354,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000486866,19.3545,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000487357,19.355,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000487849,19.3555,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000488341,19.356,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000488833,19.3565,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000489324,19.357,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000489816,19.3575,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000490308,19.358,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.000004908,19.3585,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000491291,19.359,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000491783,19.3595,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000492275,19.36,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000492766,19.3605,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000493258,19.361,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.0000049375,19.3615,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000494242,19.362,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000494733,19.3625,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000495225,19.363,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000495717,19.3635,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000496209,19.364,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.000004967,19.3645,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000497192,19.365,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000497684,19.3655,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000498176,19.366,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000498667,19.3665,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000499159,19.367,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000499651,19.3675,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000500142,19.368,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000500634,19.3685,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000501126,19.369,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000501618,19.3695,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000502109,19.37,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000502601,19.3705,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000503093,19.371,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000503585,19.3715,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000504076,19.372,1,11.6641,12.4075,0.743406,-0.743411
0,0.573434,0.000000301541,2.78258,-0.00000504568,19.3725,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.0000050506,19.373,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000505552,19.3735,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000506043,19.374,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000506535,19.3745,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000507027,19.375,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000507518,19.3755,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.0000050801,19.376,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000508502,19.3765,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000508994,19.377,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000509485,19.3775,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000509977,19.378,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000510469,19.3785,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000510961,19.379,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000511452,19.3795,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000511944,19.38,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000512436,19.3805,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000512927,19.381,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000513419,19.3815,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000513911,19.382,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000514403,19.3825,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000514894,19.383,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000515386,19.3835,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000515878,19.384,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.0000051637,19.3845,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000516861,19.385,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000517353,19.3855,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000517845,19.386,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000518337,19.3865,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000518828,19.387,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.0000051932,19.3875,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000519812,19.388,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000520303,19.3885,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000520795,19.389,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000521287,19.3895,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000521779,19.39,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.0000052227,19.3905,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000522762,19.391,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000523254,19.3915,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000523746,19.392,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000524237,19.3925,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000524729,19.393,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000525221,19.3935,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000525713,19.394,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000526204,19.3945,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000526696,19.395,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000527188,19.3955,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000527679,19.396,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000528171,19.3965,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000528663,19.397,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000529155,19.3975,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000529646,19.398,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000530138,19.3985,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.0000053063,19.399,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000531122,19.3995,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000531613,19.4,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000532105,19.4005,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000532597,19.401,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000533089,19.4015,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.0000053358,19.402,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000534072,19.4025,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000534564,19.403,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000535055,19.4035,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000535547,19.404,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000536039,19.4045,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000536531,19.405,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000537022,19.4055,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000537514,19.406,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000538006,19.4065,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000538498,19.407,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000538989,19.4075,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000539481,19.408,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000539973,19.4085,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000540465,19.409,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000540956,19.4095,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000541448,19.41,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.0000054194,19.4105,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000542431,19.411,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000542923,19.4115,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000543415,19.412,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000543907,19.4125,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000544398,19.413,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.0000054489,19.4135,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000545382,19.414,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000545874,19.4145,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000546365,19.415,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000546857,19.4155,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000547349,19.416,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.0000054784,19.4165,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000548332,19.417,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000548824,19.4175,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000549316,19.418,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000549807,19.4185,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000550299,19.419,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000550791,19.4195,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000551283,19.42,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000551774,19.4205,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000552266,19.421,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000552758,19.4215,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.0000055325,19.422,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000553741,19.4225,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000554233,19.423,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000554725,19.4235,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000555216,19.424,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000555708,19.4245,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.000005562,19.425,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000556692,19.4255,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000557183,19.426,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000557675,19.4265,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000558167,19.427,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000558659,19.4275,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.0000055915,19.428,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000559642,19.4285,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000560134,19.429,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000560626,19.4295,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000561117,19.43,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000561609,19.4305,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000562101,19.431,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000562592,19.4315,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000563084,19.432,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000563576,19.4325,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000564068,19.433,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000564559,19.4335,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000565051,19.434,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000565543,19.4345,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000566035,19.435,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000566526,19.4355,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000567018,19.436,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.0000056751,19.4365,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000568002,19.437,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000568493,19.4375,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000568985,19.438,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000569477,19.4385,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000569968,19.439,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.0000057046,19.4395,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000570952,19.44,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000571444,19.4405,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000571935,19.441,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000572427,19.4415,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000572919,19.442,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000573411,19.4425,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000573902,19.443,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000574394,19.4435,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000574886,19.444,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000575377,19.4445,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000575869,19.445,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000576361,19.4455,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000576853,19.446,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000577344,19.4465,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000577836,19.447,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.00000578328,19.4475,1,11.6641,12.4075,0.743406,-0.743412
0,0.573434,0.000000301541,2.78258,-0.0000057882,19.448,1,11.6641,12.4075,0.743406,-0.743412
